Product_name,product_id,User,Review_title,Review_description,Rating,Dates,combined_review,sentiment_scores,sentiment
Best Botanicals Passion Flower Extract 1 oz.,0,,,,/,3/13/2024, ,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",neutral
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerbCustomer,Passionflower Bulk Herb,I always buy in this convenient 1 lb size due to the large amounts of tea I make. There is no caffeine in this herbal tea and it is great to help me relax. I use it twice a day for my anxiety.,5/5,3/14/2024,Passionflower Bulk Herb I always buy in this convenient 1 lb size due to the large amounts of tea I make. There is no caffeine in this herbal tea and it is great to help me relax. I use it twice a day for my anxiety.,"{'neg': 0.078, 'neu': 0.701, 'pos': 0.22, 'compound': 0.7964}",positive
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,Goegleir001,Passionflower,Love love love this product! Fabulous for stress and anxiety.  Don't know what I'd do without it.  I smoke it and eat it. Quality is fantastic along with the price. Supplements of this nature are superb in that it's actually the plant and flowers cut and sifted for quality.,5/5,3/15/2024,Passionflower Love love love this product! Fabulous for stress and anxiety.  Don't know what I'd do without it.  I smoke it and eat it. Quality is fantastic along with the price. Supplements of this nature are superb in that it's actually the plant and flowers cut and sifted for quality.,"{'neg': 0.093, 'neu': 0.55, 'pos': 0.357, 'compound': 0.967}",positive
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,Great Value.,The size of these bags is great. How much of the quality ingredients you get at once..  buying your tea ingredients in bulk is just 100% the way to go. We add about 2 tablespoons per serving to our nightly tea blends for that relaxing benefit. Definitely caffeine free! Not a resealable package.,5/5,3/16/2024,Great Value. The size of these bags is great. How much of the quality ingredients you get at once..  buying your tea ingredients in bulk is just 100% the way to go. We add about 2 tablespoons per serving to our nightly tea blends for that relaxing benefit. Definitely caffeine free! Not a resealable package.,"{'neg': 0.0, 'neu': 0.666, 'pos': 0.334, 'compound': 0.9722}",positive
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,LIAlleyCat,Helps me sleep,"My doctor suggested using passion flower to help me stay asleep, which I've been having issues with for years.   This definitely helped!  The flavor isn't the greatest, so I may mix it with other teas that I usually have in the evenings.  Highly recommend it for those who like tea and are having perimenopausal sleep disturbances.",5/5,3/17/2024,"Helps me sleep My doctor suggested using passion flower to help me stay asleep, which I've been having issues with for years.   This definitely helped!  The flavor isn't the greatest, so I may mix it with other teas that I usually have in the evenings.  Highly recommend it for those who like tea and are having perimenopausal sleep disturbances.","{'neg': 0.08, 'neu': 0.67, 'pos': 0.25, 'compound': 0.8784}",positive
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,Must have for anxiety,This herb is a must have for anxiety. It is very calming. It has a very earthy taste so it's best to mix with something like chamomile or peppermint when using as a tea. We use as teas and tinctures mixed with other herbs and it is absolutely amazing. Has great benefits. Will definitely purchase again.,5/5,3/18/2024,Must have for anxiety This herb is a must have for anxiety. It is very calming. It has a very earthy taste so it's best to mix with something like chamomile or peppermint when using as a tea. We use as teas and tinctures mixed with other herbs and it is absolutely amazing. Has great benefits. Will definitely purchase again.,"{'neg': 0.045, 'neu': 0.623, 'pos': 0.332, 'compound': 0.9706}",positive
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb customer,Nice!,Huge back of passionflower. It is decent quality and a good price. Drink it as a tea to help with sleep.,5/5,3/19/2024,Nice! Huge back of passionflower. It is decent quality and a good price. Drink it as a tea to help with sleep.,"{'neg': 0.0, 'neu': 0.55, 'pos': 0.45, 'compound': 0.8832}",positive
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,passion flower herbal tea,big size package of dried passion flower herb. value for money. used for brewing tea in the evenings to wind down and calm the nerves. has earthy and flowery body taste. good option to serve guests in the evening as non-caffeine option. quality of ingredients is not bad. alternative to camomile tea.,4/5,3/20/2024,passion flower herbal tea big size package of dried passion flower herb. value for money. used for brewing tea in the evenings to wind down and calm the nerves. has earthy and flowery body taste. good option to serve guests in the evening as non-caffeine option. quality of ingredients is not bad. alternative to camomile tea.,"{'neg': 0.021, 'neu': 0.733, 'pos': 0.246, 'compound': 0.9331}",positive
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,Recommended,Good quality herbs. I use it on its own or as a blend with other herbs. I just haven't had and noticeable calming results.,4/5,3/21/2024,Recommended Good quality herbs. I use it on its own or as a blend with other herbs. I just haven't had and noticeable calming results.,"{'neg': 0.0, 'neu': 0.72, 'pos': 0.28, 'compound': 0.7506}",positive
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,not a fan,does not seem to help with sleep   I have shared with a few others to make sure it wasn't me.  We all agreed it did nothing  to help us sleep.  In fact I was up all night,3/5,3/22/2024,not a fan does not seem to help with sleep   I have shared with a few others to make sure it wasn't me.  We all agreed it did nothing  to help us sleep.  In fact I was up all night,"{'neg': 0.15, 'neu': 0.693, 'pos': 0.157, 'compound': 0.0829}",positive
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,Supposed to make one drowsy,Passion flower tea is supposed to help relax you and make you drowsy. I bought this to aid my night time before bed sleep ritual so I can have a more restful slumber without resorting to pills. Can't say I noticed any difference whether I take this or not.,3/5,3/23/2024,Supposed to make one drowsy Passion flower tea is supposed to help relax you and make you drowsy. I bought this to aid my night time before bed sleep ritual so I can have a more restful slumber without resorting to pills. Can't say I noticed any difference whether I take this or not.,"{'neg': 0.0, 'neu': 0.798, 'pos': 0.202, 'compound': 0.8858}",positive
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,Well Boxed Up,Fast and efficient thank you,5/5,3/24/2024,Well Boxed Up Fast and efficient thank you,"{'neg': 0.0, 'neu': 0.403, 'pos': 0.597, 'compound': 0.7506}",positive
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,Perfection,"Fabulous quality and amount for an amazing price, will be re-purchasing!",5/5,3/25/2024,"Perfection Fabulous quality and amount for an amazing price, will be re-purchasing!","{'neg': 0.0, 'neu': 0.446, 'pos': 0.554, 'compound': 0.9041}",positive
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,not sure,it is my first passion flower herb and it doesn`t seem to have much flavor or taste.,3/5,3/26/2024,not sure it is my first passion flower herb and it doesn`t seem to have much flavor or taste.,"{'neg': 0.089, 'neu': 0.774, 'pos': 0.137, 'compound': 0.2589}",positive
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,Sleep helper,This is a good tea before bed. This brand is great quality.,5/5,3/27/2024,Sleep helper This is a good tea before bed. This brand is great quality.,"{'neg': 0.0, 'neu': 0.515, 'pos': 0.485, 'compound': 0.8555}",positive
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,For relaxing,"Great product to help relax, also gives alot of virility!",5/5,3/28/2024,"For relaxing Great product to help relax, also gives alot of virility!","{'neg': 0.0, 'neu': 0.378, 'pos': 0.622, 'compound': 0.9215}",positive
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,Doesn't work for me,Simply doesn't seem to help me sleep better.,1/5,3/29/2024,Doesn't work for me Simply doesn't seem to help me sleep better.,"{'neg': 0.149, 'neu': 0.66, 'pos': 0.191, 'compound': 0.1635}",positive
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,Natures relaxer,"I LOVE passionflower. If you need a little nervous system soothing, this is a fabulous herb to add to your herbal tea mix. Huge bag and amazing quality. Highly recommend.",5/5,3/30/2024,"Natures relaxer I LOVE passionflower. If you need a little nervous system soothing, this is a fabulous herb to add to your herbal tea mix. Huge bag and amazing quality. Highly recommend.","{'neg': 0.04, 'neu': 0.445, 'pos': 0.515, 'compound': 0.9655}",positive
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,Great in sleep tea blend,Love making my own sleep tea blend and having so many bulk options on iHerb makes this both flexible and better value than buying pre-mixed tea bags.,5/5,3/31/2024,Great in sleep tea blend Love making my own sleep tea blend and having so many bulk options on iHerb makes this both flexible and better value than buying pre-mixed tea bags.,"{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.9382}",positive
"Frontier Natural Products Passion Flower Herb, Cut & Sifted 1 lb Bulk",47980104,iHerb Customer,Excellent!,I love making homemade tea blends and this was the perfect addition! The brand is great quality!,5/5,4/1/2024,Excellent! I love making homemade tea blends and this was the perfect addition! The brand is great quality!,"{'neg': 0.0, 'neu': 0.44, 'pos': 0.56, 'compound': 0.9557}",positive
